id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
741334,NJ,INDIVIDUAL,< 1 year,Fraser Brothers Group LLC,A,RENT,5/11/2021,5/15/2021,1/13/2021,Fully Paid,2/13/2021,939205,car,A3, 36 months,Verified,45000,0.130,324.17,0.07,10500,13,11422
569223,CA,INDIVIDUAL,5 years,Allstate,A,RENT,8/10/2021,7/12/2021,12/7/2021,Fully Paid,8/12/2021,732264,car,A5, 36 months,Verified,30000,0.230,184.56,0.079,5900,11,6484
594906,CA,INDIVIDUAL,1 year,Sears,A,RENT,10/10/2021,5/16/2021,11/9/2021,Fully Paid,10/11/2021,763854,car,A5, 36 months,Verified,27000,0.020,156.41,0.079,5000,5,5316
818698,FL,INDIVIDUAL,3 years,Dive N Dog,A,RENT,7/11/2021,9/13/2021,11/9/2021,Fully Paid,10/11/2021,1026706,car,A3, 36 months,Verified,58000,0.136,308.73,0.07,10000,17,10059
592478,CA,INDIVIDUAL,3 years,port logistics group,A,RENT,11/10/2021,5/16/2021,11/13/2021,Fully Paid,12/13/2021,760931,car,A3, 36 months,Verified,46000,0.206,165.46,0.062,8000,21,5957
961751,NY,INDIVIDUAL,6 years,,A,RENT,11/11/2021,11/14/2021,12/14/2021,Fully Paid,1/14/2022,1182502,car,A4, 36 months,Verified,75000,0.074,250.33,0.079,8000,9,9012
372825,MS,INDIVIDUAL,8 years,Office Depot,A,RENT,1/9/2021,5/10/2021,10/6/2021,Fully Paid,7/10/2021,392055,car,A3, 36 months,Verified,27996,0.078,115.95,0.08,3700,10,4004
784938,OR,INDIVIDUAL,< 1 year,Nike Golf,A,RENT,6/11/2021,3/13/2021,4/13/2021,Fully Paid,5/13/2021,988195,car,A2, 36 months,Verified,33000,0.290,304.18,0.06,10000,15,10764
432229,NJ,INDIVIDUAL,< 1 year,National Packaging Corporation,A,RENT,8/9/2021,8/12/2021,12/8/2021,Fully Paid,9/12/2021,513593,car,A4, 36 months,Verified,90000,0.049,221.28,0.086,7000,20,7966
370963,NJ,INDIVIDUAL,4 years,Princeton University,A,RENT,1/9/2021,1/12/2021,12/1/2021,Fully Paid,2/12/2021,382507,car,A5, 36 months,Verified,30500,0.144,96.29,0.096,3000,21,3466
671996,CA,INDIVIDUAL,5 years,Marriott International,A,RENT,2/11/2021,10/15/2021,8/13/2021,Fully Paid,9/13/2021,859068,car,A5, 36 months,Verified,42000,0.032,171.49,0.077,5500,11,6152
999469,FL,INDIVIDUAL,1 year,Alamo for Citizens,B,RENT,10/11/2021,4/16/2021,12/14/2021,Fully Paid,1/14/2022,1224830,car,B3, 36 months,Verified,84000,0.178,396.92,0.117,12000,27,14323
390440,CA,INDIVIDUAL,1 year,Visa,B,RENT,4/9/2021,1/15/2021,12/1/2021,Fully Paid,2/12/2021,425464,car,B3, 36 months,Verified,300000,0.076,528.22,0.116,16000,21,18966
583146,MD,INDIVIDUAL,1 year,US Department of Homeland Security,B,RENT,9/10/2021,9/13/2021,12/11/2021,Fully Paid,12/12/2021,749364,car,B3, 36 months,Verified,51000,0.127,131.19,0.111,4000,12,4475
793221,CA,INDIVIDUAL,10+ years,United Airlines,B,RENT,6/11/2021,7/11/2021,11/8/2021,Fully Paid,9/11/2021,987778,car,B3, 36 months,Verified,39000,0.190,72.02,0.11,2200,24,2220
459630,TX,INDIVIDUAL,2 years,Brownsvile ISD,B,RENT,11/9/2021,8/12/2021,12/1/2021,Fully Paid,2/12/2021,573053,car,B5, 36 months,Verified,55000,0.007,334.67,0.125,10000,9,11827
826987,FL,INDIVIDUAL,3 years,Amerigas,B,RENT,8/11/2021,7/15/2021,8/14/2021,Fully Paid,9/14/2021,1035908,car,B1, 36 months,Verified,27000,0.154,222.62,0.1,6900,8,8014
1005153,GA,INDIVIDUAL,7 years,Infosys Limited,B,RENT,10/11/2021,12/11/2021,11/12/2021,Fully Paid,1/11/2022,1231833,car,B2, 36 months,Verified,63372,0.092,97.72,0.107,3000,6,3027
583574,CT,INDIVIDUAL,9 years,SunBridge Healthcare,B,RENT,9/10/2021,8/12/2021,12/8/2021,Fully Paid,9/12/2021,743776,car,B1, 36 months,Verified,21600,0.178,233.62,0.104,7200,28,8069
410267,MD,INDIVIDUAL,< 1 year,Yamada Research Services,B,RENT,6/9/2021,7/12/2021,12/7/2021,Fully Paid,8/12/2021,461571,car,B1, 36 months,Verified,37000,0.098,229,0.11,7000,12,8276
842971,NY,INDIVIDUAL,< 1 year,Royal Bank of Scotland,B,RENT,8/11/2021,12/12/2021,12/12/2021,Fully Paid,1/12/2022,1053681,car,B3, 36 months,Verified,225000,0.055,196.41,0.11,6000,18,6700
782787,IL,INDIVIDUAL,< 1 year,ConAgra Fooda,B,RENT,6/11/2021,7/12/2021,12/7/2021,Fully Paid,8/12/2021,985813,car,B3, 36 months,Verified,92000,0.094,693.8,0.116,21000,20,23262
409963,DC,INDIVIDUAL,< 1 year,"Paul, Hastings, Janovsky & Walker",B,RENT,6/9/2021,11/10/2021,10/11/2021,Fully Paid,12/10/2021,461033,car,B4, 36 months,Verified,160000,0.108,278.58,0.119,8400,11,9372
442093,CA,INDIVIDUAL,4 years,J & W,B,RENT,9/9/2021,1/11/2021,11/1/2021,Fully Paid,2/11/2021,536776,car,B3, 36 months,Verified,55000,0.095,493.7,0.118,14900,7,16353
554790,DC,INDIVIDUAL,5 years,United States Patent and Trademark,B,RENT,9/10/2021,10/14/2021,12/7/2021,Fully Paid,8/12/2021,714585,car,B2, 36 months,Verified,106000,0.133,489.31,0.108,15000,28,17176
870661,NM,INDIVIDUAL,6 years,Bear Canyon Health Circle,B,RENT,9/11/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,1084698,car,B2, 36 months,Verified,72000,0.227,162.73,0.106,5000,35,5858
502320,MO,INDIVIDUAL,< 1 year,"KPMG, LLP",B,RENT,4/10/2021,8/12/2021,12/8/2021,Fully Paid,9/12/2021,645916,car,B1, 36 months,Verified,53000,0.187,225.48,0.099,7000,9,8036
856289,NC,INDIVIDUAL,< 1 year,Dukenet,B,RENT,9/11/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,1068610,car,B5, 36 months,Verified,68000,0.198,249.08,0.12,7500,24,8967
536728,OK,INDIVIDUAL,4 years,Revilo Aerospace,B,RENT,7/11/2021,4/14/2021,1/14/2021,Fully Paid,2/14/2021,692034,car,B4, 36 months,Verified,75000,0.031,131.89,0.115,4000,6,4662
998339,OR,INDIVIDUAL,8 years,Department of Homeland Security,B,RENT,10/11/2021,4/14/2021,4/14/2021,Fully Paid,5/14/2021,1223483,car,B4, 36 months,Verified,125000,0.173,561.38,0.124,16800,24,19992
423658,GA,INDIVIDUAL,3 years,Kids II,C,RENT,7/9/2021,5/16/2021,10/7/2021,Fully Paid,8/10/2021,498928,car,C1, 36 months,Verified,47004,0.011,133.87,0.125,4000,4,4405
890104,CA,INDIVIDUAL,2 years,Best Buy,C,RENT,9/11/2021,2/13/2021,1/13/2021,Fully Paid,2/13/2021,1106766,car,C3, 36 months,Verified,14400,0.021,165.58,0.147,4800,9,5311
779840,IL,INDIVIDUAL,1 year,"Grainger, Inc.",C,RENT,6/11/2021,1/14/2021,12/1/2021,Fully Paid,2/12/2021,982605,car,C4, 36 months,Verified,36000,0.097,172.82,0.148,5000,11,5402
819389,WA,INDIVIDUAL,2 years,,C,RENT,7/11/2021,8/14/2021,8/14/2021,Fully Paid,9/14/2021,1027484,car,C5, 36 months,Verified,28000,0.249,99.99,0.152,2875,21,3600
647208,NY,INDIVIDUAL,4 years,Citibank,C,RENT,1/11/2021,4/15/2021,1/14/2021,Fully Paid,2/14/2021,828056,car,C4, 36 months,Verified,57450,0.164,67.73,0.134,2000,31,2438
1001743,CA,INDIVIDUAL,< 1 year,Robinson helicopter company,C,RENT,10/11/2021,7/13/2021,7/13/2021,Fully Paid,8/13/2021,1223058,car,C2, 36 months,Verified,25200,0.233,87.49,0.143,2550,30,3018
390162,WA,INDIVIDUAL,2 years,Microsoft,D,RENT,4/9/2021,10/9/2021,9/10/2021,Fully Paid,11/9/2021,424961,car,D2, 36 months,Verified,75764,0.114,51.58,0.144,1500,13,1602
585825,NJ,INDIVIDUAL,3 years,Petco,D,RENT,9/10/2021,12/13/2021,12/5/2021,Fully Paid,6/12/2021,752655,car,D2, 36 months,Verified,13000,0.016,97.36,0.152,2800,10,3329
818399,VA,INDIVIDUAL,3 years,Autozone,D,RENT,7/11/2021,10/15/2021,3/13/2021,Fully Paid,4/13/2021,1026327,car,D2, 36 months,Verified,18000,0.013,189.83,0.16,5400,5,6478
399343,MO,INDIVIDUAL,3 years,MattsonJack,D,RENT,8/9/2021,9/15/2021,12/8/2021,Fully Paid,9/12/2021,411673,car,D5, 36 months,Verified,76000,0.126,348.47,0.154,10000,12,12545
376056,FL,INDIVIDUAL,5 years,Citrix Systems Inc,D,RENT,2/9/2021,2/12/2021,12/2/2021,Fully Paid,3/12/2021,396930,car,D5, 36 months,Verified,75000,0.100,278.77,0.154,8000,15,10036
630486,CT,INDIVIDUAL,3 years,Target,E,RENT,12/10/2021,1/16/2021,12/13/2021,Fully Paid,1/13/2022,807748,car,E2, 36 months,Verified,15600,0.119,141.27,0.163,4000,8,5086
642223,TX,INDIVIDUAL,3 years,Reddwerks Corporation,E,RENT,2/11/2021,7/14/2021,12/6/2021,Fully Paid,7/12/2021,822027,car,E3, 36 months,Verified,125000,0.026,857.34,0.171,24000,3,28541
379256,CA,INDIVIDUAL,< 1 year,,E,RENT,2/9/2021,10/9/2021,9/11/2021,Fully Paid,12/9/2021,377917,car,E2, 36 months,Verified,47998,0.037,175.79,0.16,5000,5,5492
373982,CA,INDIVIDUAL,1 year,Herman Cook Volkswagen,B,MORTGAGE,1/9/2021,1/12/2021,12/2/2021,Fully Paid,3/12/2021,394029,car,B3, 36 months,Verified,75333,0.098,495.21,0.116,15000,20,17827
577117,VA,INDIVIDUAL,3 years,ADP,B,MORTGAGE,9/10/2021,9/15/2021,12/3/2021,Fully Paid,4/12/2021,742165,car,B2, 36 months,Verified,109500,0.127,114.18,0.108,3500,34,3945
590817,CA,INDIVIDUAL,5 years,Fedex,D,MORTGAGE,10/10/2021,10/15/2021,10/13/2021,Fully Paid,11/13/2021,758873,car,D1, 36 months,Verified,44400,0.029,224.82,0.148,6500,7,8111
660921,MD,INDIVIDUAL,10+ years,mts,A,RENT,2/11/2021,2/16/2021,2/14/2021,Fully Paid,3/14/2021,845282,car,A5, 36 months,Verified,107500,0.284,311.8,0.077,10000,30,11226
883516,NY,INDIVIDUAL,10+ years,United parcel service,B,RENT,9/11/2021,4/16/2021,8/14/2021,Fully Paid,9/14/2021,1098840,car,B3, 36 months,Verified,74000,0.017,330.76,0.117,10000,5,11898
997879,CT,INDIVIDUAL,10+ years,shoprite,A,MORTGAGE,10/11/2021,12/12/2021,12/7/2021,Charged Off,8/12/2021,1222991,car,A5, 60 months,Not Verified,77954,0.045,248.52,0.089,12000,19,2601
558644,NM,INDIVIDUAL,10+ years,New Mexico State university,B,MORTGAGE,8/10/2021,5/16/2021,9/14/2021,Charged Off,10/14/2021,719118,car,B1, 60 months,Not Verified,43596,0.036,133.97,0.104,6250,24,6565
725193,CO,INDIVIDUAL,10+ years,Memorial Health system,B,MORTGAGE,4/11/2021,6/15/2021,1/15/2021,Charged Off,2/15/2021,920406,car,B3, 60 months,Not Verified,60000,0.093,192.87,0.104,9000,43,9158
871883,AZ,INDIVIDUAL,4 years,City of Tempe,B,MORTGAGE,9/11/2021,10/11/2021,11/11/2021,Charged Off,12/11/2021,1085988,car,B3, 60 months,Not Verified,70000,0.232,313.02,0.11,14400,38,14790
703840,LA,INDIVIDUAL,1 year,Aries Marine,B,MORTGAGE,3/11/2021,1/15/2021,9/14/2021,Charged Off,10/14/2021,895870,car,B5, 60 months,Not Verified,33600,0.110,185.28,0.111,8500,14,8049
757943,KY,INDIVIDUAL,5 years,bremner,B,MORTGAGE,5/11/2021,5/16/2021,4/13/2021,Charged Off,5/13/2021,958046,car,B2, 60 months,Not Verified,39600,0.010,86.16,0.106,4000,33,1895
613703,LA,INDIVIDUAL,10+ years,HOLMES HONDA,B,MORTGAGE,11/10/2021,5/13/2021,1/13/2021,Charged Off,2/13/2021,786816,car,B5, 60 months,Not Verified,80000,0.126,162.83,0.104,9600,24,4351
673623,TX,INDIVIDUAL,10+ years,"JDA Software Group, Inc.",C,MORTGAGE,2/11/2021,5/16/2021,12/5/2021,Charged Off,6/12/2021,861005,car,C1, 60 months,Not Verified,99996,0.128,121.99,0.127,5400,15,1698
554342,PA,INDIVIDUAL,4 years,brickers famous fries,C,MORTGAGE,7/10/2021,5/16/2021,6/14/2021,Charged Off,7/14/2021,714103,car,C2, 60 months,Not Verified,48000,0.185,48.44,0.136,2100,41,2234
1028164,IL,INDIVIDUAL,1 year,Navistar Inc.,C,MORTGAGE,11/11/2021,8/15/2021,4/15/2021,Charged Off,5/15/2021,1257750,car,C4, 60 months,Not Verified,51600,0.126,134.02,0.153,5600,9,6153
708174,AR,INDIVIDUAL,3 years,BOYD BROS,C,MORTGAGE,3/11/2021,5/16/2021,11/14/2021,Charged Off,12/14/2021,900641,car,C4, 60 months,Not Verified,34800,0.127,38.81,0.138,1675,16,1669
625711,TX,INDIVIDUAL,10+ years,BJ's Money Source,C,MORTGAGE,12/10/2021,5/16/2021,12/8/2021,Charged Off,9/12/2021,801852,car,C3, 60 months,Not Verified,90840,0.091,87,0.13,3825,63,1653
668271,PA,INDIVIDUAL,5 years,peak mobility,C,MORTGAGE,2/11/2021,5/16/2021,10/13/2021,Charged Off,11/13/2021,854430,car,C4, 60 months,Not Verified,42000,0.202,88.03,0.138,3800,28,2817
1000321,NJ,INDIVIDUAL,4 years,PHH Mortgage,D,MORTGAGE,10/11/2021,8/15/2021,3/15/2021,Charged Off,4/15/2021,1225763,car,D3, 60 months,Not Verified,32346,0.103,149.99,0.173,6000,16,6472
764963,NY,INDIVIDUAL,5 years,solil management,D,OWN,5/11/2021,5/16/2021,6/14/2021,Charged Off,7/14/2021,965764,car,D3, 60 months,Not Verified,31243,0.050,88.49,0.165,3600,5,3217
1047552,NV,INDIVIDUAL,6 years,Mandalay Bay Resort & Casino,D,OWN,12/11/2021,5/16/2021,12/11/2021,Charged Off,12/12/2021,1278645,car,D3, 60 months,Not Verified,38400,0.103,196.86,0.173,7875,16,2158
752397,NY,INDIVIDUAL,9 years,mta,B,RENT,5/11/2021,5/16/2021,11/12/2021,Charged Off,1/11/2022,951977,car,B3, 60 months,Not Verified,50400,0.166,168.47,0.11,7750,10,1174
572896,CA,INDIVIDUAL,3 years,U.S. Army,B,RENT,9/10/2021,5/16/2021,11/4/2021,Charged Off,5/11/2021,736921,car,B3, 60 months,Not Verified,26000,0.143,100.84,0.111,4625,5,906
594206,NY,INDIVIDUAL,3 years,NSLIJ,B,RENT,10/10/2021,6/14/2021,2/14/2021,Charged Off,3/14/2021,763044,car,B4, 60 months,Not Verified,28560,0.017,241.87,0.115,11000,9,10064
529168,AZ,INDIVIDUAL,10+ years,JCPenney,C,RENT,6/10/2021,5/16/2021,1/15/2021,Charged Off,2/15/2021,684345,car,C3, 60 months,Not Verified,22800,0.136,46.52,0.14,2000,7,2556
817000,GA,INDIVIDUAL,1 year,North GA lock and Key,D,RENT,7/11/2021,5/16/2021,2/16/2021,Charged Off,3/16/2021,1024785,car,D5, 60 months,Not Verified,14400,0.069,100.47,0.175,4000,7,5425
653096,GA,INDIVIDUAL,8 years,brierley electric,C,MORTGAGE,1/11/2021,7/14/2021,3/14/2021,Charged Off,4/14/2021,835232,car,C3, 60 months,Not Verified,96000,0.112,183.8,0.134,8000,33,7319
603937,FL,INDIVIDUAL,7 years,AMDETECH,B,OWN,10/10/2021,1/14/2021,8/13/2021,Charged Off,9/13/2021,774897,car,B3, 60 months,Not Verified,81000,0.162,84.25,0.096,4000,30,3063
809298,KS,INDIVIDUAL,10+ years,Westlake Ace Hardware,B,RENT,7/11/2021,7/14/2021,3/14/2021,Charged Off,4/14/2021,1016103,car,B3, 60 months,Not Verified,38000,0.041,250.53,0.11,11900,12,8652
678111,CA,INDIVIDUAL,7 years,Pala Casino,B,RENT,2/11/2021,6/13/2021,1/13/2021,Charged Off,2/13/2021,866360,car,B5, 60 months,Not Verified,38400,0.036,143.87,0.111,6600,12,3427
669087,CA,INDIVIDUAL,3 years,cb richard ellis,C,RENT,2/11/2021,2/14/2021,9/13/2021,Charged Off,10/13/2021,855517,car,C3, 60 months,Not Verified,75600,0.149,66.63,0.134,2900,38,2148
1041216,NC,INDIVIDUAL,1 year,showtime consessions supply,D,RENT,12/11/2021,12/15/2021,5/15/2021,Charged Off,6/15/2021,1271243,car,D3, 60 months,Not Verified,52000,0.054,349.98,0.173,14000,8,15400
729869,CT,INDIVIDUAL,10+ years,Newcomb Spring,A,MORTGAGE,4/11/2021,2/16/2021,5/16/2021,Fully Paid,6/16/2021,925682,car,A4, 60 months,Not Verified,90000,0.037,99.7,0.073,5000,21,5981
840643,KY,INDIVIDUAL,10+ years,UPS,A,MORTGAGE,8/11/2021,12/15/2021,11/15/2021,Fully Paid,12/15/2021,1051047,car,A4, 60 months,Not Verified,72600,0.136,100.17,0.075,5000,23,5987
704853,WA,INDIVIDUAL,10+ years,The Markets llc.,A,MORTGAGE,3/11/2021,3/16/2021,4/16/2021,Fully Paid,5/16/2021,896878,car,A4, 60 months,Not Verified,43872,0.074,49.85,0.073,2500,31,2991
685481,TX,INDIVIDUAL,10+ years,atmos energy,A,MORTGAGE,3/11/2021,2/16/2021,11/15/2021,Fully Paid,12/15/2021,875128,car,A5, 60 months,Not Verified,50400,0.103,96.55,0.077,4800,20,5788
729609,FL,INDIVIDUAL,10+ years,FL Dept of Corrections,A,MORTGAGE,4/11/2021,4/16/2021,5/16/2021,Fully Paid,6/16/2021,925403,car,A5, 60 months,Not Verified,43000,0.032,150.86,0.077,7500,22,9051
732169,MI,INDIVIDUAL,10+ years,polker design services,A,MORTGAGE,4/11/2021,4/16/2021,5/16/2021,Fully Paid,6/16/2021,928336,car,A5, 60 months,Not Verified,38400,0.027,85.49,0.077,4250,18,5129
866216,NV,INDIVIDUAL,10+ years,nevada D.O.T,A,MORTGAGE,9/11/2021,5/16/2021,4/15/2021,Fully Paid,5/15/2021,1079620,car,A5, 60 months,Not Verified,52800,0.261,61.54,0.085,3000,15,3630
557280,OH,INDIVIDUAL,10+ years,Blanchard Valley Farmers Co-Op,A,MORTGAGE,8/10/2021,5/14/2021,5/14/2021,Fully Paid,6/14/2021,717516,car,A5, 60 months,Not Verified,118200,0.083,131.43,0.079,6500,39,7786
971088,NH,INDIVIDUAL,10+ years,nh dept of safety,A,MORTGAGE,10/11/2021,9/12/2021,12/9/2021,Fully Paid,10/12/2021,1192798,car,A5, 60 months,Not Verified,60000,0.164,115.98,0.089,5600,28,6026
864131,FL,INDIVIDUAL,10+ years,Centurylink,A,MORTGAGE,8/11/2021,10/14/2021,12/12/2021,Fully Paid,1/12/2022,1077293,car,A5, 60 months,Not Verified,80000,0.117,266.66,0.085,13000,32,14246
515929,WA,INDIVIDUAL,2 years,,A,MORTGAGE,5/10/2021,9/12/2021,12/10/2021,Fully Paid,11/12/2021,666869,car,A4, 60 months,Not Verified,30000,0.132,100.22,0.075,5000,14,5692
696618,AL,INDIVIDUAL,4 years,Crane America,A,MORTGAGE,3/11/2021,7/15/2021,6/15/2021,Fully Paid,7/15/2021,887801,car,A5, 60 months,Not Verified,42000,0.034,160.92,0.077,8000,22,9615
582528,GA,INDIVIDUAL,4 years,Bacon County Highschool,A,MORTGAGE,9/10/2021,2/13/2021,12/3/2021,Fully Paid,4/12/2021,748623,car,A5, 60 months,Not Verified,36000,0.238,76.84,0.079,3800,19,4176
688516,WA,INDIVIDUAL,5 years,US Postal Service,A,MORTGAGE,3/11/2021,3/16/2021,3/16/2021,Fully Paid,4/16/2021,878671,car,A4, 60 months,Not Verified,49200,0.033,99.7,0.073,5000,32,5981
859783,OR,INDIVIDUAL,5 years,Tektronix,A,MORTGAGE,8/11/2021,1/16/2021,2/14/2021,Fully Paid,3/14/2021,1072500,car,A5, 60 months,Not Verified,129996,0.143,133.33,0.085,6500,26,7520
1021515,OH,INDIVIDUAL,6 years,Tucker Ellis & West LLP,A,MORTGAGE,11/11/2021,3/14/2021,3/14/2021,Fully Paid,4/14/2021,1250277,car,A4, 60 months,Not Verified,102000,0.081,242.75,0.079,12000,22,13356
813125,FL,INDIVIDUAL,6 years,USPS,A,MORTGAGE,7/11/2021,5/16/2021,6/14/2021,Fully Paid,7/14/2021,1020498,car,A5, 60 months,Not Verified,39600,0.102,112.82,0.085,5500,17,6491
583776,OH,INDIVIDUAL,6 years,Mifflin Township Division of Fire,A,MORTGAGE,9/10/2021,10/15/2021,10/15/2021,Fully Paid,11/15/2021,750138,car,A5, 60 months,Not Verified,63600,0.140,99.08,0.079,4900,33,5944
676647,PA,INDIVIDUAL,8 years,Knepper Press,A,MORTGAGE,2/11/2021,3/16/2021,3/16/2021,Fully Paid,4/16/2021,864656,car,A4, 60 months,Not Verified,61200,0.049,99.7,0.073,5000,28,5981
1012916,MD,INDIVIDUAL,9 years,network building and consulting,A,MORTGAGE,11/11/2021,5/16/2021,9/15/2021,Fully Paid,10/15/2021,1240084,car,A4, 60 months,Not Verified,73171,0.045,206.34,0.079,10200,20,12252
604215,KS,INDIVIDUAL,< 1 year,DC Welding,A,MORTGAGE,10/10/2021,12/10/2021,10/12/2021,Fully Paid,1/10/2022,775216,car,A2, 60 months,Not Verified,63600,0.041,115.42,0.058,6000,23,6029
892527,HI,INDIVIDUAL,4 years,U.S. Army Civil Service,A,MORTGAGE,9/11/2021,2/12/2021,12/2/2021,Fully Paid,3/12/2021,1109468,car,A5, 60 months,Not Verified,85200,0.027,330.33,0.089,15950,15,16153
599324,NY,INDIVIDUAL,10+ years,Berry Plastics,A,MORTGAGE,10/10/2021,10/15/2021,11/15/2021,Fully Paid,12/15/2021,769228,car,A2, 60 months,Not Verified,66000,0.202,134.65,0.058,7000,40,8079
573268,CA,INDIVIDUAL,10+ years,City of San Francisco,A,MORTGAGE,9/10/2021,3/16/2021,9/15/2021,Fully Paid,10/15/2021,737368,car,A5, 60 months,Not Verified,117000,0.090,84.92,0.079,4200,38,5095
593988,UT,INDIVIDUAL,3 years,City of Cedar City,A,MORTGAGE,10/10/2021,10/12/2021,12/9/2021,Fully Paid,10/12/2021,762775,car,A5, 60 months,Not Verified,40000,0.211,97.06,0.079,4800,14,5408
515713,FL,INDIVIDUAL,5 years,sysco southeast florida,A,MORTGAGE,5/10/2021,10/14/2021,10/14/2021,Fully Paid,11/14/2021,666604,car,A5, 60 months,Not Verified,76000,0.025,161.76,0.079,8000,15,9671
561197,CT,INDIVIDUAL,7 years,Data Mail,A,MORTGAGE,8/10/2021,3/16/2021,1/15/2021,Fully Paid,2/15/2021,722244,car,A5, 60 months,Not Verified,57600,0.133,169.84,0.079,8400,22,10165
570180,IL,INDIVIDUAL,8 years,bay valley foods,A,MORTGAGE,8/10/2021,8/14/2021,8/14/2021,Fully Paid,9/14/2021,733509,car,A4, 60 months,Not Verified,71328,0.048,40.09,0.075,2000,27,2383
517329,NY,INDIVIDUAL,8 years,jd school,A,MORTGAGE,5/10/2021,7/11/2021,11/7/2021,Fully Paid,8/11/2021,668582,car,A5, 60 months,Not Verified,50400,0.167,211.8,0.079,16000,12,11294
608229,KY,INDIVIDUAL,6 years,General Electric,A,MORTGAGE,11/10/2021,4/12/2021,12/4/2021,Fully Paid,5/12/2021,780252,car,A3, 60 months,Not Verified,70000,0.078,105.8,0.062,8900,34,5871
551795,MI,INDIVIDUAL,8 years,Abe Hatt const.,A,MORTGAGE,7/10/2021,4/12/2021,12/4/2021,Fully Paid,5/12/2021,711078,car,A5, 60 months,Not Verified,55800,0.072,133.45,0.079,6600,25,7350
815611,NY,INDIVIDUAL,1 year,Titan Roofing Inc.,B,MORTGAGE,7/11/2021,7/14/2021,10/13/2021,Fully Paid,11/13/2021,1023284,car,B1, 60 months,Not Verified,43200,0.028,169.94,0.1,8000,13,9433
692746,VA,INDIVIDUAL,1 year,Contour Global,B,MORTGAGE,3/11/2021,3/15/2021,12/10/2021,Fully Paid,11/12/2021,883495,car,B4, 60 months,Not Verified,50000,0.178,118.88,0.107,5500,15,6321
506424,SC,INDIVIDUAL,10+ years,Domtar,B,MORTGAGE,6/10/2021,1/16/2021,7/15/2021,Fully Paid,8/15/2021,652888,car,B1, 60 months,Not Verified,60000,0.116,190.77,0.104,8900,24,11446
640719,NH,INDIVIDUAL,10+ years,Samtex (USA) Inc,B,MORTGAGE,12/10/2021,4/16/2021,5/15/2021,Fully Paid,6/15/2021,820191,car,B1, 60 months,Not Verified,144500,0.028,124.21,0.089,6000,24,7420
621139,NJ,INDIVIDUAL,10+ years,Local 825 Operating Engineers,B,MORTGAGE,11/10/2021,8/14/2021,8/14/2021,Fully Paid,9/14/2021,796066,car,B1, 60 months,Not Verified,75000,0.016,165.61,0.089,8000,24,9776
732286,NJ,INDIVIDUAL,10+ years,EIMC,B,MORTGAGE,4/11/2021,4/16/2021,5/16/2021,Fully Paid,6/16/2021,928475,car,B1, 60 months,Not Verified,48000,0.198,126.4,0.096,6000,17,7583
872447,OK,INDIVIDUAL,10+ years,Stillwater Fire Department,B,MORTGAGE,9/11/2021,10/11/2021,11/10/2021,Fully Paid,11/11/2021,1086643,car,B1, 60 months,Not Verified,69600,0.046,148.7,0.1,7000,37,7059
585693,NH,INDIVIDUAL,10+ years,Cheshire Medical Center,B,MORTGAGE,10/10/2021,1/14/2021,1/14/2021,Fully Paid,2/14/2021,752485,car,B2, 60 months,Not Verified,84000,0.075,216.18,0.108,10000,21,12492
707040,MD,INDIVIDUAL,10+ years,Constellation Energy,B,MORTGAGE,3/11/2021,8/15/2021,2/15/2021,Fully Paid,3/15/2021,899341,car,B2, 60 months,Not Verified,90000,0.119,106.24,0.1,5000,35,6291
887259,CA,INDIVIDUAL,10+ years,Freelance,B,MORTGAGE,9/11/2021,1/12/2021,12/1/2021,Fully Paid,2/12/2021,1103407,car,B3, 60 months,Not Verified,113592,0.010,176.79,0.117,8000,11,8212
564360,CA,INDIVIDUAL,10+ years,self,B,MORTGAGE,8/10/2021,7/14/2021,8/14/2021,Fully Paid,9/14/2021,726159,car,B3, 60 months,Not Verified,96000,0.145,176.6,0.111,8100,33,10240
566307,NY,INDIVIDUAL,10+ years,MCG Electronics,B,MORTGAGE,8/10/2021,12/15/2021,8/13/2021,Fully Paid,9/13/2021,728481,car,B5, 60 months,Not Verified,87000,0.056,110.87,0.119,5000,7,6326
769235,OH,INDIVIDUAL,10+ years,columbus div. of fire,B,MORTGAGE,5/11/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,970679,car,B5, 60 months,Not Verified,72000,0.121,106.75,0.12,4800,25,6176
984446,OH,INDIVIDUAL,2 years,Roxanne Labs,B,MORTGAGE,10/11/2021,6/14/2021,5/14/2021,Fully Paid,6/14/2021,1208049,car,B1, 60 months,Not Verified,66000,0.204,279.88,0.099,13200,16,15868
577078,PA,INDIVIDUAL,2 years,"SANOFI PASTEUR, INC.",B,MORTGAGE,10/10/2021,3/15/2021,2/15/2021,Fully Paid,3/15/2021,742116,car,B1, 60 months,Not Verified,49000,0.157,128.61,0.104,6000,30,7684
738492,PA,INDIVIDUAL,2 years,washington honda,B,MORTGAGE,4/11/2021,5/11/2021,11/6/2021,Fully Paid,7/11/2021,935877,car,B2, 60 months,Not Verified,43000,0.133,191.23,0.1,9000,20,9075
